#	type	rank	key	lemma	dFreq	pattern	pilot	spec	freq	ind	iFreq	tfIdf	tfIdf_norm
329	T	329	npn: corps de luys	corps de luys	10	N P N	corps de Luys	3.19	308	0.87	267	30,8	0,213
80	T	80	a: spinal	spinal	72	A	spinale	4.04	2185	0.24	530	30,35	0,209
291	T	291	n: syphilis	syphilis	80	N	syphilis	4.08	2424	0.55	1330	30,3	0,209
15	T	15	a: sensitif	sensitif	68	A	sensitifs	4.00	2011	0.21	428	29,57	0,203
451	T	451	a: longitudinal	longitudinal	64	A	longitudinal	3.97	1862	0.11	205	29,09	0,199
441	T	441	na: couche optique	couche optique	61	N A	couche optique	3.46	1751	0.98	1712	28,7	0,196
488	T	488	n: gigantisme	gigantisme	25	N	gigantisme	3.55	712	0.57	409	28,48	0,194
195	T	195	n: cervelet	cervelet	71	N	cervelet	3.70	2018	0.54	1091	28,42	0,194
143	V[s]	309	npna: ruban de reil médian	ruban de reil médian	12	N P N A	ruban de Reil médian	3.23	340	0.82	280	28,33	0,193
309	T	309	npna: ruban de reil médian	ruban de reil médian	12	N P N A	ruban de Reil médian	3.23	340	0.82	280	28,33	0,193
184	T	184	a: héréditaire	héréditaire	82	A	héréditaire	3.28	2310	0.27	617	28,17	0,192
339	T	339	n: avant-bras	avant-bras	82	N	avant-bras	3.58	2304	0.49	1127	28,1	0,191
30	T	30	n: névrite	névrite	48	N	névrite	3.83	1346	0.30	398	28,04	0,191
13	T	13	a: cutané	cutané	82	A	cutanée	4.05	2261	0.20	452	27,57	0,187
359	T	359	n: vertèbre	vertèbre	59	N	vertèbres	3.30	1621	0.30	487	27,47	0,186
154	T	154	a: analogue	analogue	91	A	analogues	3.79	2498	0.57	1415	27,45	0,186
390	T	390	n: dendrite	dendrite	12	N	dendrites	3.21	327	0.58	189	27,25	0,184
226	T	226	a: organique	organique	73	A	organique	3.99	1987	0.21	411	27,22	0,184
467	T	467	n: œdème	œdème	74	N	oedème	3.70	2012	0.46	927	27,19	0,184
159	T	159	a: physiologique	physiologique	83	A	physiologique	3.57	2256	0.35	789	27,18	0,184
179	T	179	n: méninge	méninge	62	N	méninges	3.62	1684	0.68	1138	27,16	0,184
446	T	446	a: sagittal	sagittal	46	A	sagittale	3.79	1242	0.11	140	27	0,182
403	T	403	a: facial	facial	77	A	facial	4.01	2076	0.38	787	26,96	0,182
342	T	342	a: électrique	électrique	68	A	électrique	3.64	1774	0.13	231	26,09	0,175
363	T	363	n: incisure	incisure	27	N	incisure	3.54	696	0.39	273	25,78	0,173
57	T	57	npn: pli de passage	pli de passage	39	N P N	pli de passage	3.69	994	0.59	585	25,49	0,170
302	T	302	n: bandelette	bandelette	52	N	bandelette	3.51	1313	0.12	157	25,25	0,168
337	T	337	n: urine	urine	83	N	urine	4.02	2091	0.39	808	25,19	0,168
352	T	352	na: circonvolution frontal	circonvolution frontal	57	N A	circonvolution frontale	3.38	1434	0.74	1065	25,16	0,168
482	T	482	a: transversal	transversal	75	A	transversale	3.27	1857	0.20	366	24,76	0,165
121	T	121	a: motrice	motrice	78	A	motrice	3.68	1922	0.21	407	24,64	0,164
318	T	318	a: conjonctif	conjonctif	57	A	conjonctif	3.37	1402	0.12	174	24,6	0,163
111	T	111	a: bulbaire	bulbaire	46	A	bulbaire	3.75	1121	0.18	203	24,37	0,161
228	T	228	n: forel	forel	27	N	Forel	3.21	656	0.63	413	24,3	0,161
375	T	375	na: segment antérieur	segment antérieur	18	N A	segment antérieur	3.34	436	0.78	338	24,22	0,160
56	T	56	n: cavité	cavité	82	N	cavité	3.99	1980	0.28	546	24,15	0,160
64	T	64	na: substance blanc	substance blanc	59	N A	substance blanche	3.25	1423	0.69	979	24,12	0,159
75	T	75	na: face interne	face interne	68	N A	face interne	3.61	1621	0.81	1318	23,84	0,157
78	T	78	n: neurone	neurone	41	N	neurones	3.69	975	0.38	372	23,78	0,157
232	T	232	n: phalange	phalange	58	N	phalange	3.83	1371	0.66	908	23,64	0,156
452	T	452	n: reil	reil	42	N	Reil	3.69	988	0.11	106	23,52	0,155
41	T	41	n: bulbe	bulbe	77	N	bulbe	3.95	1800	0.48	856	23,38	0,153
88	T	88	na: côté gauche	côté gauche	82	N A	côté gauche	3.28	1914	0.80	1527	23,34	0,153
438	T	438	na: côté droit	côté droit	86	N A	côté droit	3.22	1991	0.77	1541	23,15	0,152
433	T	433	na: cordon postérieur	cordon postérieur	44	N A	cordons postérieurs	3.40	1011	0.62	628	22,98	0,150
285	T	285	n: hallucination	hallucination	78	N	hallucinations	3.95	1792	0.54	975	22,97	0,150
147	T	147	a: trophique	trophique	69	A	trophiques	3.89	1572	0.15	241	22,78	0,149
151	T	151	a: volumineux	volumineux	85	A	volumineux	3.68	1923	0.70	1344	22,62	0,147
284	T	284	n: gyrus	gyrus	30	N	gyrus	3.53	678	0.25	171	22,6	0,147
281	T	281	n: tions	tions	66	N	tions	3.57	1484	0.74	1101	22,48	0,146
223	T	223	a: infantile	infantile	78	A	infantile	3.64	1750	0.37	645	22,44	0,146
263	T	263	n: nanisme	nanisme	30	N	nanisme	3.52	667	0.47	312	22,23	0,144
484	T	484	a: suggestif	suggestif	45	A	suggestive	3.69	989	0.29	284	21,98	0,142
395	T	395	n: nouv	nouv	27	N	Nouv	3.47	592	0.99	587	21,93	0,142
408	T	408	a: cortical	cortical	77	A	corticale	3.92	1675	0.23	389	21,75	0,140
82	T	82	n: saillie	saillie	85	N	saillie	3.96	1833	0.57	1044	21,56	0,139
248	T	248	n: spasme	spasme	68	N	spasme	3.86	1465	0.45	664	21,54	0,139
7	T	7	a: thyroïde	thyroïde	69	A	thyroïde	3.39	1481	0.15	227	21,46	0,138
8	T	8	n: paraplégie	paraplégie	73	N	paraplégie	3.29	1551	0.31	475	21,25	0,136
17	T	17	na: coupe précédent	coupe précédent	17	N A	coupe précédente	3.25	360	1.00	360	21,18	0,136
332	T	332	n: paupière	paupière	85	N	paupières	3.95	1790	0.40	710	21,06	0,135
459	T	459	n: hypophyse	hypophyse	27	N	hypophyse	3.45	561	0.55	310	20,78	0,133
398	T	398	na: réflexe tendineux	réflexe tendineux	53	N A	réflexes tendineux	3.26	1094	0.49	536	20,64	0,132
4	T	4	a: morbide	morbide	83	A	morbide	3.93	1710	0.25	428	20,6	0,131
185	T	185	a: syphilitique	syphilitique	71	A	syphilitique	3.56	1460	0.37	536	20,56	0,131
447	T	447	a: rieur	rieur	63	A	rieur	3.51	1294	0.99	1287	20,54	0,131
113	T	113	na: enfant idiot	enfant idiot	37	N A	enfants idiots	3.57	755	0.41	310	20,41	0,130
146	T	146	n: myopathie	myopathie	33	N	myopathie	3.52	673	0.27	185	20,39	0,130
130	T	130	na: circonvolution temporal	circonvolution temporal	44	N A	circonvolution temporale	3.35	895	0.92	827	20,34	0,129
416	T	416	n: myéline	myéline	44	N	myéline	3.65	893	0.36	319	20,3	0,129
262	T	262	na: commissure antérieur	commissure antérieur	21	N A	commissure antérieure	3.33	425	0.99	419	20,24	0,128
472	T	472	n: hypertrophie	hypertrophie	64	N	hypertrophie	3.21	1290	0.43	550	20,16	0,128
37	T	37	n: méningite	méningite	74	N	méningite	3.27	1484	0.36	530	20,05	0,127
326	T	326	n: calotte	calotte	59	N	calotte	3.77	1183	0.39	465	20,05	0,127
385	T	385	n: fascicule	fascicule	45	N	fascicules	3.35	897	0.58	522	19,93	0,126
297	T	297	a: celte	celte	83	A	celte	3.61	1648	0.94	1554	19,86	0,125
49	T	49	n: spondylose	spondylose	16	N	spondylose	3.20	316	0.15	47	19,75	0,124
116	T	116	n: thorax	thorax	79	N	thorax	3.89	1559	0.64	1000	19,73	0,124
95	T	95	n: plexus	plexus	57	N	plexus	3.75	1124	0.15	167	19,72	0,124
343	T	343	n: locus	locus	18	N	locus	3.25	355	0.41	145	19,72	0,124
62	T	62	n: opercule	opercule	25	N	opercule	3.38	487	0.28	134	19,48	0,122
245	T	245	n: électrode	électrode	26	N	électrode	3.40	505	0.48	244	19,42	0,122
373	T	373	n: babinski	babinski	46	N	Babinski	3.35	890	0.64	566	19,35	0,121
140	T	140	a: spasmodique	spasmodique	80	A	spasmodique	3.28	1542	0.27	415	19,28	0,121
417	T	417	n: coloration	coloration	84	N	coloration	3.60	1598	0.45	720	19,02	0,119
377	T	377	npn: corne de ammon	corne de ammon	36	N P N	corne d'Ammon	3.23	684	0.97	664	19	0,118
351	T	351	a: oculaire	oculaire	85	A	oculaires	3.60	1603	0.18	285	18,86	0,117
325	T	325	na: faisceau pyramidal	faisceau pyramidal	43	N A	faisceau pyramidal	3.30	810	0.59	479	18,84	0,117
196	T	196	na: ponction lombaire	ponction lombaire	22	N A	ponction lombaire	3.31	414	0.95	393	18,82	0,117
112	T	112	n: vermis	vermis	25	N	vermis	3.37	469	0.41	193	18,76	0,116
27	T	27	n: extenseur	extenseur	43	N	extenseurs	3.30	806	0.62	503	18,74	0,116
18	T	18	na: centre nerveux	centre nerveux	75	N A	CENTRES NERVEUX	3.24	1396	0.31	426	18,61	0,115
419	T	419	a: ques	ques	69	A	ques	3.80	1274	1.00	1269	18,46	0,114
181	T	181	a: génital	génital	82	A	génitaux	3.88	1512	0.14	210	18,44	0,114
87	T	87	na: corne antérieur	corne antérieur	46	N A	cornes antérieures	3.32	847	0.63	532	18,41	0,114
236	T	236	n: crampe	crampe	61	N	crampe	3.75	1122	0.21	239	18,39	0,113
429	T	429	na: ventricule latéral	ventricule latéral	57	N A	ventricule latéral	3.24	1047	0.54	567	18,37	0,113
33	T	33	a: olfactif	olfactif	72	A	olfactif	3.51	1307	0.13	174	18,15	0,112
357	T	357	na: lobule lingual	lobule lingual	17	N A	lobule lingual	3.18	306	0.71	217	18	0,110
202	T	202	a: laire	laire	59	A	laire	3.24	1058	1.00	1057	17,93	0,110
242	T	242	n: brissaud	brissaud	65	N	Brissaud	3.46	1164	0.93	1081	17,91	0,110
405	T	405	a: fibreux	fibreux	55	A	fibreux	3.69	985	0.32	315	17,91	0,110
293	T	293	a: rieure	rieure	60	A	rieure	3.43	1071	1.00	1069	17,85	0,109
431	T	431	n: gaine	gaine	55	N	gaine	3.39	978	0.25	242	17,78	0,109
279	T	279	a: cellulaire	cellulaire	76	A	cellulaire	3.83	1349	0.16	211	17,75	0,108
77	T	77	n: feutrage	feutrage	20	N	feutrage	3.25	354	0.34	120	17,7	0,108
63	T	63	a: rachidien	rachidien	58	A	rachidien	3.41	1026	0.15	158	17,69	0,108
47	T	47	a: cubital	cubital	47	A	cubital	3.31	821	0.53	436	17,47	0,106
101	T	101	na: pédoncule cérébral	pédoncule cérébral	57	N A	pédoncule cérébral	3.21	987	0.33	329	17,32	0,105
32	T	32	na: coupe horizontal	coupe horizontal	26	N A	coupes horizontales	3.35	446	0.73	326	17,15	0,104
317	T	317	n: déviation	déviation	84	N	déviation	3.25	1435	0.39	560	17,08	0,103
16	T	16	n: pie-mère	pie-mère	59	N	pie-mère	3.70	1007	0.70	707	17,07	0,103
187	T	187	a: articulaire	articulaire	74	A	articulaire	3.32	1258	0.20	246	17	0,102
247	T	247	a: radial	radial	49	A	radial	3.32	832	0.46	382	16,98	0,102
234	T	234	n: dure-mère	dure-mère	61	N	dure-mère	3.71	1029	0.67	694	16,87	0,101
176	T	176	n: ments	ments	70	N	ments	3.76	1170	0.72	843	16,71	0,100
388	T	388	n: ponction	ponction	37	N	ponction	3.49	617	0.21	128	16,68	0,100
12	T	12	na: partie supérieur	partie supérieur	77	N A	partie supérieure	3.50	1281	0.68	866	16,64	0,099
35	T	35	a: strié	strié	53	A	strié	3.34	878	0.40	348	16,57	0,099
381	T	381	n: protubérance	protubérance	70	N	protubérance	3.28	1154	0.75	867	16,49	0,098
105	T	105	a: faradique	faradique	46	A	faradique	3.58	758	0.23	174	16,48	0,098
485	T	485	n: cartilage	cartilage	49	N	cartilage	3.60	800	0.29	228	16,33	0,097
178	T	178	n: golgi	golgi	20	N	Golgi	3.21	324	0.33	107	16,2	0,096
423	T	423	na: partie inférieur	partie inférieur	79	N A	partie inférieure	3.33	1277	0.72	920	16,16	0,096
155	T	155	na: main gauche	main gauche	79	N A	main gauche	3.80	1274	0.99	1260	16,13	0,095
449	T	449	n: môme	môme	88	N	môme	3.85	1417	0.68	965	16,1	0,095
483	T	483	n: trijumeau	trijumeau	39	N	trijumeau	3.19	627	0.63	394	16,08	0,095
158	T	158	n: insula	insula	49	N	insula	3.29	786	0.41	325	16,04	0,095
442	T	442	a: saillant	saillant	83	A	saillantes	3.82	1331	0.67	895	16,04	0,095
278	T	278	na: trouble trophique	trouble trophique	57	N A	troubles trophiques	3.66	909	0.74	669	15,95	0,094
252	T	252	a: rotulien	rotulien	65	A	rotuliens	3.71	1032	0.13	132	15,88	0,093
478	T	478	na: partie postérieur	partie postérieur	72	N A	partie postérieure	3.45	1121	0.61	685	15,57	0,091
97	T	97	n: scoliose	scoliose	53	N	scoliose	3.61	824	0.58	479	15,55	0,091
450	T	450	n: vomissement	vomissement	83	N	vomissements	3.51	1287	0.74	951	15,51	0,090
100	T	100	a: métacarpien	métacarpien	40	A	métacarpien	3.49	620	0.89	552	15,5	0,090
268	T	268	n: fléchisseur	fléchisseur	48	N	fléchisseurs	3.27	741	0.53	394	15,44	0,090
53	T	53	n: pupille	pupille	82	N	pupilles	3.80	1261	0.37	472	15,38	0,089
414	T	414	n: exostose	exostose	35	N	exostoses	3.43	538	0.58	310	15,37	0,089
413	T	413	na: tissu conjonctif	tissu conjonctif	47	N A	tissu conjonctif	3.25	717	0.62	444	15,26	0,088
296	T	296	a: galvanique	galvanique	42	A	galvanique	3.20	639	0.21	135	15,21	0,088
290	T	290	n: ataxie	ataxie	57	N	ataxie	3.63	863	0.30	259	15,14	0,087
303	T	303	na: face externe	face externe	63	N A	face externe	3.68	954	0.77	739	15,14	0,087
108	T	108	na: cellule nerveux	cellule nerveux	64	N A	cellules nerveuses	3.38	962	0.80	765	15,03	0,087
256	T	256	nn: plexus choroïde	plexus choroïde	21	N N	plexus choroïdes	3.20	315	0.72	226	15	0,086
466	T	466	n: phobie	phobie	37	N	phobies	3.44	552	0.65	360	14,92	0,086
366	T	366	n: luys	luys	52	N	Luys	3.58	772	0.42	328	14,85	0,085
229	T	229	na: partie moyen	partie moyen	66	N A	partie moyenne	3.68	967	0.75	723	14,65	0,084
227	T	227	n: suture	suture	78	N	suture	3.75	1142	0.28	318	14,64	0,083
370	T	370	a: oblique	oblique	67	A	oblique	3.69	976	0.60	588	14,57	0,083
392	T	392	na: bandelette optique	bandelette optique	41	N A	bandelette optique	3.47	597	0.94	560	14,56	0,083
217	T	217	n: parésie	parésie	69	N	parésie	3.40	1004	0.44	437	14,55	0,083
266	T	266	n: tendon	tendon	69	N	tendon	3.70	999	0.24	236	14,48	0,082
38	T	38	n: exagération	exagération	78	N	exagération	3.75	1126	0.41	463	14,44	0,082
391	T	391	n: nain	nain	38	N	nains	3.43	540	0.70	379	14,21	0,080
422	T	422	n: myélite	myélite	49	N	myélite	3.54	695	0.22	151	14,18	0,080
215	T	215	a: lingual	lingual	39	A	lingual	3.44	551	0.20	110	14,13	0,079
341	T	341	n: sinus	sinus	55	N	sinus	3.59	776	0.22	172	14,11	0,079
412	T	412	n: trapèze	trapèze	39	N	trapèze	3.44	549	0.53	293	14,08	0,079
5	T	5	na: réflexe rotulien	réflexe rotulien	58	N A	réflexes rotuliens	3.31	815	0.69	562	14,05	0,079
222	T	222	n: arch	arch	51	N	Arch	3.54	704	0.98	693	13,8	0,077
135	T	135	na: corne postérieur	corne postérieur	36	N A	corne postérieure	3.39	496	0.85	420	13,78	0,077
231	T	231	n: aphasie	aphasie	67	N	aphasie	3.66	923	0.33	302	13,78	0,077
486	T	486	na: lobe temporal	lobe temporal	48	N A	lobe temporal	3.21	657	0.66	431	13,69	0,076
36	T	36	n: radius	radius	39	N	radius	3.42	532	0.51	271	13,64	0,075
34	T	34	a: bilatéral	bilatéral	62	A	bilatérale	3.32	843	0.40	341	13,6	0,075
211	T	211	n: membrane	membrane	77	N	membrane	3.72	1047	0.49	518	13,6	0,075
14	T	14	n: chorée	chorée	73	N	chorée	3.22	991	0.56	555	13,58	0,075
308	T	308	n: cylindraxe	cylindraxe	23	N	cylindraxes	3.19	312	0.75	235	13,57	0,075
260	T	260	n: ankylose	ankylose	36	N	ankylose	3.38	487	0.38	187	13,53	0,075
319	T	319	a: abdominal	abdominal	76	A	abdominaux	3.41	1025	0.19	192	13,49	0,074
435	T	435	n: fémur	fémur	48	N	fémur	3.50	642	0.48	309	13,38	0,073
310	T	310	na: cellule pyramidal	cellule pyramidal	33	N A	cellules pyramidales	3.34	440	0.75	328	13,33	0,073
9	T	9	a: auditif	auditif	70	A	auditif	3.36	924	0.25	231	13,2	0,072
212	T	212	n: omoplate	omoplate	53	N	omoplate	3.54	693	0.59	412	13,08	0,071
220	T	220	a: fusiforme	fusiforme	43	A	fusiforme	3.45	561	0.23	131	13,05	0,071
404	T	404	na: fibre nerveux	fibre nerveux	57	N A	fibres nerveuses	3.57	739	0.76	565	12,96	0,070
455	T	455	n: rétraction	rétraction	61	N	rétraction	3.29	790	0.26	209	12,95	0,070
420	T	420	na: pli courbe	pli courbe	53	N A	pli courbe	3.23	685	0.66	455	12,92	0,070
58	T	58	n: testicule	testicule	67	N	testicules	3.63	864	0.54	464	12,9	0,069
224	T	224	n: hérédité	hérédité	79	N	hérédité	3.70	1016	0.60	609	12,86	0,069
201	T	201	na: circonvolution occipital	circonvolution occipital	26	N A	circonvolution occipitale	3.22	331	0.98	324	12,73	0,068
468	T	468	n: sion	sion	67	N	sion	3.62	845	0.79	664	12,61	0,067
345	T	345	n: lamelle	lamelle	44	N	lamelles	3.44	554	0.54	298	12,59	0,067
294	T	294	n: tibia	tibia	51	N	tibia	3.50	640	0.49	314	12,55	0,067
463	T	463	a: plantaire	plantaire	62	A	plantaire	3.29	778	0.24	190	12,55	0,067
313	T	313	a: paralytique	paralytique	79	A	paralytique	3.39	984	0.63	621	12,46	0,066
348	T	348	n: onanisme	onanisme	61	N	onanisme	3.58	759	0.82	620	12,44	0,066
353	T	353	n: catalepsie	catalepsie	49	N	catalepsie	3.48	608	0.73	446	12,41	0,066
83	T	83	na: circonvolution pariétal	circonvolution pariétal	37	N A	circonvolution pariétale	3.36	458	0.34	154	12,38	0,065
169	T	169	n: intoxication	intoxication	67	N	intoxication	3.31	826	0.51	421	12,33	0,065
304	T	304	n: voûte	voûte	81	N	voûte	3.69	996	0.21	207	12,3	0,065
55	T	55	n: rachis	rachis	58	N	rachis	3.55	713	0.59	418	12,29	0,065
71	T	71	a: collatéral	collatéral	65	A	collatérales	3.30	793	0.50	400	12,2	0,064
52	T	52	na: partie antérieur	partie antérieur	75	N A	partie antérieure	3.36	911	0.66	605	12,15	0,063
255	T	255	a: sinueux	sinueux	50	A	sinueuse	3.48	607	0.87	530	12,14	0,063
460	T	460	a: appréciable	appréciable	86	A	appréciable	3.24	1043	0.53	550	12,13	0,063
299	T	299	n: magnétisme	magnétisme	44	N	magnétisme	3.42	533	0.49	262	12,11	0,063
26	T	26	n: hospice	hospice	82	N	hospice	3.69	989	0.35	344	12,06	0,063
464	T	464	a: interstitiel	interstitiel	49	A	interstitielle	3.47	590	0.18	107	12,04	0,063
286	T	286	n: tique	tique	75	N	tique	3.65	899	0.90	806	11,99	0,062
250	T	250	a: fixe	fixe	88	A	fixe	3.72	1049	0.24	252	11,92	0,062
380	T	380	a: brachial	brachial	54	A	brachial	3.50	640	0.26	165	11,85	0,061
323	T	323	n: innervation	innervation	52	N	innervation	3.18	611	0.55	338	11,75	0,060
177	T	177	na: ligne médian	ligne médian	78	N A	ligne médiane	3.35	905	0.94	848	11,6	0,059
65	T	65	a: microscopique	microscopique	66	A	microscopique	3.58	763	0.16	119	11,56	0,059
2	T	2	na: tumeur cérébral	tumeur cérébral	33	N A	tumeurs cérébrales	3.28	381	0.76	289	11,55	0,059
474	T	474	a: sensoriel	sensoriel	69	A	sensorielle	3.60	797	0.34	270	11,55	0,059
54	T	54	n: lement	lement	63	N	lement	3.56	724	0.91	661	11,49	0,058
267	T	267	na: champ visuel	champ visuel	69	N A	champ visuel	3.29	784	0.52	410	11,36	0,057
142	T	142	npn: circonvolution de hippocampe	circonvolution de hippocampe	36	N P N	circonvolution de l'hippocampe	3.31	407	1.00	407	11,31	0,057
465	T	465	a: pulmonaire	pulmonaire	84	A	pulmonaire	3.37	945	0.14	134	11,25	0,056
307	T	307	n: thénar	thénar	36	N	thénar	3.30	399	0.15	58	11,08	0,055
409	T	409	n: nucléole	nucléole	30	N	nucléole	3.22	332	0.68	226	11,07	0,055
461	T	461	n: estomac	estomac	81	N	estomac	3.65	889	0.64	572	10,98	0,054
386	T	386	npn: thèse de pari	thèse de pari	64	N P N	Thèse de Paris	3.54	702	1.00	701	10,97	0,054
327	T	327	n: courbure	courbure	58	N	courbure	3.50	635	0.47	297	10,95	0,054
205	T	205	na: cordon latéral	cordon latéral	41	N A	cordon latéral	3.35	446	0.60	267	10,88	0,053
