lemma_Charcot,tfIdf_Charcot,lemma_Autres,tfIdf_Autres
morbide,"0,279300919406941",thalamique,"0,235569937921014"
périphérique,"0,276401888511555",occipital,"0,234315149914146"
neurone,"0,270024020541705",substance gris,"0,233918901069872"
pathologie mental,"0,249730804274",ganglion,"0,232730154537049"
anatomique,"0,245009525387228",tion,"0,222295601637829"
convulsif,"0,241779176675226",dégénérescence,"0,219521859727909"
analogue,"0,236146773792761",médian,"0,219059569409589"
dorsal,"0,23167398326845",contraction,"0,217342491084401"
contraction,"0,22869212291891",faisceau longitudinal,"0,216021661603487"
hérédité,"0,224302161848753",pariétal,"0,215691454233259"
organique,"0,222728402219829",canule,"0,213446044115705"
névrite,"0,20467158121428",temporal,"0,211002509576014"
tique,"0,202269527043817",lobule,"0,207568352925637"
physiologique,"0,202186697589663",cavité,"0,206709813763043"
sensoriel,"0,201606891410586",segment postérieur,"0,205983357548541"
clinique nerveux,"0,200861426323201",médullaire,"0,202086910579844"
pupille,"0,199618984510892",tubercule,"0,198388588033285"
ataxie,"0,198045224881968",cervelet,"0,195152555805046"
hypnotisme,"0,193489604903504",trigone,"0,193831726324132"
névrose,"0,193241116541042",lombaire,"0,19369964337604"
substance gris,"0,193075457632734",fibreux,"0,193435477479857"
cutané,"0,19299262817858",charcot,"0,190859859992075"
côté gauche,"0,192744139816119",stratum,"0,184123629639414"
aliéniste,"0,191998674728734",convulsion,"0,183859463743231"
pyramidal,"0,187857202021039",membre supérieur,"0,183727380795139"
physiologie pathologique,"0,187277395841961",radiculaire,"0,180557390040946"
idiotie,"0,18553797730473",pulvinar,"0,179302602034077"
cervical,"0,185289488942268",flexion,"0,178510104345529"
sensitif,"0,18065103950965",vertèbre,"0,177519482234844"
mélancolique,"0,179657086059803",idiotie,"0,176726984546295"
maladie mental,"0,178994450426572",meige,"0,175472196539427"
cellule nerveux,"0,175681272260416",pathologique,"0,171113459252411"
aphasie,"0,172202435185952",vertébral,"0,167943468498217"
occipital,"0,17046301664872",orteil,"0,164905560692115"
ments,"0,16706700902841",pyramidal,"0,161537445515784"
intoxication,"0,162925536320716",gigantisme,"0,159490159820367"
acide phosphorique,"0,161931582870869",couche optique,"0,158037247391362"
syphilitique,"0,161351776691792",urine,"0,157046625280676"
chorée,"0,159281040337944",analogue,"0,154669132215031"
bibliographie,"0,154228443634556",cervical,"0,152555805045569"
cordon postérieur,"0,149672823656092",kyste,"0,15222559767534"
rhumatisme,"0,148513211297938",spinal,"0,1513010170387"
biliaire,"0,148099064027168",syphilis,"0,149782063135649"
ganglion,"0,146111157127475",courbure,"0,149451855765421"
sillon,"0,145531350948397",névrite,"0,146612072381456"
oculaire,"0,144868715315166",périphérique,"0,14654603090741"
pariétal,"0,143709102957012",écorce,"0,145951657640999"
lombaire,"0,140810072061625",incision,"0,143838330471536"
lobule,"0,140230265882548",cutané,"0,142451459516576"
trophique,"0,139816118611778",commissure,"0,141394795931845"
médian,"0,137828211712085",œdème,"0,139611676132611"
clinique mental,"0,136171622629007",incisure,"0,139215427288337"
parésie,"0,135840304812391",avant-bras,"0,138026680755514"
cervelet,"0,134349374637621",pli de passage,"0,137300224541012"
cavité,"0,133852397912698",membrane,"0,134592524105138"
cellulaire,"0,132775615008697",vagin,"0,133932109364681"
champ visuel,"0,132444297192081",sensitif,"0,133403777572315"
varia,"0,132444297192081",physiologique,"0,133271694624224"
scissure,"0,132112979375466",électrique,"0,133205653150178"
ques,"0,131947320467158",longitudinal,"0,132082948091401"
sion,"0,129876584113311",ligature,"0,131620657773082"
bulbe,"0,128882630663464",celte,"0,131554616299036"
glande,"0,128385653938541",circonvolution frontal,"0,129771496499802"
paraplégie,"0,128137165576079",héréditaire,"0,129771496499802"
asile public,"0,127557359397002",méninge,"0,129705455025756"
myélite,"0,125652281951462",saillie,"0,129111081759345"
génital,"0,124741157955769",neurone,"0,128450667018888"
confusion mental,"0,124492669593307",organique,"0,127856293752477"
hypnotique,"0,123747204505922",sagittal,"0,127790252278431"
fixe,"0,123250227780999",bulbe,"0,127460044908202"
décompression,"0,120268367431459",glande,"0,127327961960111"
paupière,"0,119605731798227",vessie,"0,12719587901202"
tendineux,"0,118197631077611",bulbaire,"0,126073173953243"
médecin en chef,"0,118031972169303",congénital,"0,125214634790649"
temporal,"0,117949142715149",tendineux,"0,124290054154009"
flexion,"0,117866313260996",transversal,"0,124091929731872"
toxique,"0,117617824898534",utérus,"0,123761722361643"
thyroïde,"0,117617824898534",intestin,"0,122242768458592"
hospice,"0,116458212540379",cellulaire,"0,122110685510501"
atrophie musculaire,"0,116126894723764",ponction,"0,121582353718135"
méningite,"0,11604406526961",gyrus,"0,120657773081495"
amnésie,"0,115050111819763",volumineux,"0,120459648659358"
exagération,"0,114470305640686",hallucination,"0,119138819178444"
coloration,"0,11413898782407",facial,"0,116695284638753"
méninge,"0,112399569286838",face interne,"0,116166952846388"
cérébelleux,"0,111736933653607",bandelette,"0,115242372209748"
ouïe,"0,110080344570529",paupière,"0,115044247787611"
vasculaire,"0,109169220574836",infantile,"0,114780081891428"
tubercule,"0,109086391120683",trophique,"0,113921542728834"
tuberculeux,"0,109086391120683",conjonctif,"0,113855501254788"
auditif,"0,108258096579144",nanisme,"0,113723418306697"
maniaque,"0,10776111985422",môme,"0,11352529388456"
pulmonaire,"0,107181313675143",excision,"0,11352529388456"
ventricule,"0,106187360225296",bistouri,"0,111940298507463"
spasme,"0,104944918412988",segment antérieur,"0,11075155197464"
conjonctif,"0,102708523150832",suggestif,"0,110685510500594"
estomac,"0,101963058063447",scoliose,"0,110553427552503"
œdème,"0,0998923217095999",hypophyse,"0,108638224805178"
trouble de sensibilité,"0,0987327093514454",fistule,"0,108506141857086"
myéline,"0,0961649962726746",suture,"0,108440100383041"
substance blanc,"0,0944255777354427",cylindre-axe,"0,107581561220446"
journal of mental,"0,0937629421022116",phlébite,"0,107515519746401"
journal of mental,"0,0937629421022116",tendon,"0,107383436798309"
névralgie,"0,0931831359231343",apophyse,"0,106921146479989"
celte,"0,0919406941108258",réflexe tendineux,"0,106855105005944"
dendrite,"0,0914437173859024",cortical,"0,106392814687624"
journal of,"0,0913608879317485",fémur,"0,106194690265487"
radiculaire,"0,0911123995692868",circonvolution temporal,"0,105600316999075"
osseux,"0,0906982522985173",motrice,"0,10460969488839"
volumineux,"0,0897042988486706",myopathie,"0,104081363096024"
infantile,"0,0878820508572848",inflammation,"0,103817197199842"
magnan,"0,0874679035865154",orifice,"0,103024699511293"
migraine,"0,0871365857698998",myéline,"0,102892616563202"
bromure,"0,0864739501366686",extenseur,"0,102364284770836"
sanguin,"0,0855628261409757",cancéreux,"0,10229824329679"
vertébral,"0,084568872691129",cartilage,"0,102100118874653"
psych,"0,0833264308788205",reil,"0,100647206445648"
couche optique,"0,0832436014246666",enfant idiot,"0,0995905428609167"
idée délirant,"0,0831607719705127",thorax,"0,0993263769647339"
rieur,"0,0824981363372815",babinski,"0,0991942940166425"
transitoire,"0,0822496479748199",dure-mère,"0,0989301281204597"
rétrécissement,"0,0808415472542036",morbide,"0,0972130497952714"
trouble mental,"0,0807587178000497",estomac,"0,0971470083212257"
jointure,"0,078936469808664",méningite,"0,0971470083212257"
membrane,"0,0783566636295867",articulaire,"0,0968828424250429"
surdité,"0,0771142218172782",paget,"0,0968828424250429"
corps calleux,"0,0769485629089704",vermis,"0,0962224276845859"
rotulien,"0,0762030978215854",prostate,"0,0947695152555805"
nerf optique,"0,0753748032800464",polype,"0,0947034737815348"
écorce cérébral,"0,0747949971009691",commissure antérieur,"0,0941751419891692"
appréciable,"0,0738838731052763",abdominal,"0,0922599392418439"
prédisposition,"0,0726414312929678",cubital,"0,0914674415532955"
capsule interne,"0,0722272840221983",électrode,"0,0912032756571127"
protubérance,"0,0719787956597366",phalange,"0,0904107779685643"
bilatéral,"0,0718959662055827",faisceau pyramidal,"0,0904107779685643"
neurologiste,"0,0711505011181976",olfactif,"0,089816404702153"
orteil,"0,0702393771225048",coloration,"0,0893541143838331"
catalepsie,"0,0702393771225048",calotte,"0,0892880729097874"
folie systématique,"0,070073718214197",lobe occipital,"0,0890239070136046"
idée fixe,"0,0699908887600431",vomissement,"0,0887597411174217"
lement,"0,069245423672658",déviation,"0,0886276581693303"
anévrisme,"0,069245423672658",hypnotiseur,"0,0886276581693303"
névroglie,"0,0686656174935807",nouv,"0,0881653678510104"
granuleux,"0,0684999585852729",brissaud,"0,0879672434288733"
tement,"0,0679201524061956",rachis,"0,0876370360586448"
ataxique,"0,0675060051354262",tions,"0,0867784968960507"
gaine,"0,0667605400480411",main gauche,"0,0865803724739136"
granulation,"0,0665948811397333",spasme,"0,0841368379342227"
inflammation,"0,0662635633231177",mesmer,"0,0830141328754458"
dure-mère,"0,066015074960656",corne antérieur,"0,0828820499273544"
artériel,"0,066015074960656",pince,"0,0824858010830802"
immersion,"0,0656009276898865",oblique,"0,0824197596090345"
arch,"0,065186780419117",fléchisseur,"0,0824197596090345"
pie-mère,"0,0649382920566554",ossification,"0,0823537181349888"
racine postérieur,"0,0649382920566554",rachidien,"0,0818914278166689"
aorte,"0,0645241447858859",strié,"0,0816933033945318"
sen musculaire,"0,0639443386068086",radial,"0,080768722757892"
déviation,"0,0633645324277313",rieur,"0,0804385153876635"
maladie nerveux,"0,0632817029735774",anse,"0,0796460176991151"
psychiat,"0,0631160440652696",opercule,"0,079447893276978"
tonique,"0,0628675557028079",génital,"0,0790516444327038"
motilité,"0,0618736022529612",sinus,"0,0784572711662925"
plexus,"0,0609624782572683",ligament,"0,077664773477744"
cordon latéral,"0,0601341837157293",oculaire,"0,077664773477744"
bulbaire,"0,0599685248074215",rieure,"0,0771364416853784"
dégénératif,"0,0597200364449598",pédoncule cérébral,"0,0770704002113327"
myxoedème,"0,0597200364449598",pie-mère,"0,0768062343151499"
revue critique,"0,0583947651784975",partie supérieur,"0,0766081098930128"
rieure,"0,0578977884535741",hernie,"0,0760797781006472"
goitre,"0,0575664706369585",laire,"0,0760137366266015"
pitre,"0,0574008117286507",scissure de sylvius,"0,0752872804120988"
tare,"0,0574008117286507",rectum,"0,0746929071456875"
obsédant,"0,0573179822744968",plexus,"0,0744287412495047"
olfactif,"0,0565725171871117",paternel,"0,0739664509311848"
trouble psychique,"0,0564896877329578",adhérence,"0,0736362435609563"
psychiatrique,"0,0564068582788039",crampe,"0,0733720776647735"
gastrique,"0,0562411993704961",tuberculeux,"0,0733060361907278"
revue neurologique,"0,0559098815538806",utérin,"0,0732399947166821"
internement,"0,0543361219249565",irrégulier,"0,0732399947166821"
tactile,"0,0538391452000331",métacarpien,"0,073041870294545"
toxine,"0,0536734862917253",rotulien,"0,0727116629243165"
diabétique,"0,0535078273834175",gangrène,"0,0723154140800423"
tendon,"0,0534249979292637",faradique,"0,0723154140800423"
antécédent héréditaire,"0,0533421684751098",convulsif,"0,0719852067098138"
symp,"0,0533421684751098",trouble trophique,"0,0716549993395853"
œuvre complet,"0,0530936801126481",radius,"0,0711927090212654"
kyste,"0,0524310444794169",coupe horizontal,"0,0709285431250826"
neurolog,"0,0517684088461857",phobie,"0,0699379210143971"
terminaison,"0,0516855793920318",saillant,"0,06927750627394"
albumine,"0,0504431375797234",face externe,"0,0690793818518029"
céré,"0,0500289903089539",centre nerveux,"0,0690133403777572"
urée,"0,0492835252215688",ments,"0,0689472989037115"
paralysie facial,"0,049117866313261",luys,"0,0676925108968432"
somatique,"0,0490350368591071",ataxie,"0,0674943864747061"
cylindraxe,"0,0489522074049532",insula,"0,0665698058380663"
étiologique,"0,0486208895883376",cellule nerveux,"0,0661735569937921"
congestion,"0,0479582539551064",velpeau,"0,0660414740457007"
môme,"0,0475441066843369",pupille,"0,0651829348831066"
neurologique,"0,0475441066843369",lobe frontal,"0,0647206445647867"
géné,"0,0472127888677214",testicule,"0,0644564786686039"
anxieux,"0,0465501532344902",réflexe rotulien,"0,0640602298243297"
insomnie,"0,0463844943261824",partie moyen,"0,0638621054021926"
alitement,"0,0463844943261824",circonférence,"0,0637300224541012"
glande thyroïde,"0,0462188354178746",ques,"0,0634658565579184"
cirrhose,"0,0462188354178746",histologique,"0,0634658565579184"
brissaud,"0,045887517601259",catalepsie,"0,0633998150838727"
extenseur,"0,0457218586929512",partie postérieur,"0,0629375247655528"
passionnel,"0,0454733703304895",ankylose,"0,0628714832915071"
odorat,"0,0446450757889506",parésie,"0,0624752344472329"
rémission,"0,0446450757889506",fœtus,"0,0616827367586845"
cas de paralysie,"0,0444794168806428",iliaque,"0,0616166952846388"
cubital,"0,0444794168806428",myélite,"0,0616166952846388"
tation,"0,0443965874264889",sanguin,"0,0614185708625017"
papille,"0,0442309285181811",tibia,"0,0614185708625017"
abdominal,"0,0437339517932577",abdomen,"0,0605600316999076"
fasc,"0,0435682928849499",bandelette optique,"0,0604279487518161"
cation,"0,0431541456141804",crânien,"0,060229824329679"
oscillation,"0,0428228277975648",lobe temporal,"0,0601637828556333"
catatonie,"0,0422430216184875",torticolis,"0,0598335754854048"
lysie,"0,0420773627101797",cellule pyramidal,"0,0594373266411306"
allg,"0,0419945332560258",aphasie,"0,0587108704266279"
sieur,"0,0414147270769486",plantaire,"0,058248580108308"
urinaire,"0,0413318976227947",pli courbe,"0,0581825386342623"
varié,"0,0412490681686408",luxation,"0,0577202483159424"
infirmerie,"0,0410005798061791",fibre nerveux,"0,0565315017831198"
vessie,"0,0407520914437174",humérus,"0,0563994188350284"
sécrétion,"0,0405864325354096",bilatéral,"0,0560692114647999"
paternel,"0,040255114718794",grêle,"0,0559371285167085"
rétine,"0,0401722852646401",dilatation,"0,0552106723022058"
successif,"0,0400066263563323",symétrique,"0,0548804649319773"
brachial,"0,0396753085397167",convexité,"0,0548144234579316"
main gauche,"0,0395096496314089",nain,"0,0525690133403778"
féré,"0,039426820177255",opératoire,"0,0525029718663321"
faradique,"0,0391783318147933",cyphose,"0,0517765156518294"
respiratoire,"0,0385156961815622",voûte,"0,0508519350151895"
involontaire,"0,0385156961815622",partie antérieur,"0,0503236032228239"
clonique,"0,0379358900024849",omoplate,"0,0499933958525954"
buveur,"0,0379358900024849",trapèze,"0,0497952714304583"
thèse de pari,"0,037853060548331",racine antérieur,"0,0495311055342755"
rale,"0,037853060548331",collatéral,"0,0491348566900013"
différentiel,"0,0376045721858693",circonvolution pariétal,"0,0490027737419099"
gyrus,"0,0375217427317154",difformité,"0,0486725663716814"
vallon,"0,0374389132775615",auditif,"0,0483423590014529"
nombre de cas,"0,0373560838234076",ligne médian,"0,0480781931052701"
partie supérieur,"0,0368591070984842",exagération,"0,047880068683133"
cachexie,"0,0366106187360225",vésicule,"0,0478140272090873"
anémie,"0,0364449598277147",lingual,"0,0476819442609959"
longitudinal,"0,0362793009194069",arch,"0,047219653942676"
cylindre,"0,0362793009194069",intoxication,"0,0466252806762647"
saillie,"0,0360308125569453",onanisme,"0,046559239202219"
partie postérieur,"0,0359479831027914",galvanique,"0,0460309074098534"
graisseux,"0,0359479831027914",fixe,"0,0457667415136706"
rougeur,"0,0353681769237141",fusiforme,"0,0453044511953507"
collatéral,"0,0345398823821751",paralytique,"0,0450402852991679"
ovarien,"0,0341257351114056",hérédité,"0,0449742438251222"
émotif,"0,0338772467489439",sensoriel,"0,0447100779289394"
neurol,"0,0337115878406361",interstitiel,"0,0446440364548937"
système nerveux central,"0,0336287583864822",granulation,"0,0445119535068023"
viscéral,"0,0335459289323283",veineux,"0,0439836217144367"
morphine,"0,0332146111157128",thoracique,"0,0438515387663453"
eschare,"0,0328004638449433",séreux,"0,0436534143442082"
puberté,"0,0326348049366355",lymphatique,"0,0431911240258883"
ictus,"0,0323863165741738",forceps,"0,0430590410777969"
ture,"0,032220657665866",péroné,"0,0429269581297055"
ultérieur,"0,0320549987575582",bromure,"0,0426627922335227"
thorax,"0,0320549987575582",champ visuel,"0,042596750759477"
impulsif,"0,0312267042160192",face postérieur,"0,0423325848632942"
caillot,"0,0312267042160192",épiphyse,"0,0422665433892485"
hypnose,"0,0310610453077114",anus,"0,0420023774930656"
digestif,"0,0309782158535575",sinueux,"0,0419363360190199"
tractus,"0,0309782158535575",muqueuse,"0,0417382115968828"
basedow,"0,0308125569452497",strabisme,"0,0416721701228372"
fibrille,"0,0307297274910958",caillot,"0,0416061286487915"
ponction,"0,030564068582788",nerf optique,"0,0415400871747457"
incontinence,"0,0301499213120186",brachial,"0,0415400871747457"
fibreux,"0,0300670918578647",appréciable,"0,0415400871747457"
hémisphère gauche,"0,0287418205914023",sion,"0,0413419627526086"
centre cortical,"0,0286589911372484",névralgie,"0,0412098798045172"
nodule,"0,0277478671415555",adipeux,"0,0412098798045172"
saturnin,"0,0275822082332477",rhumatisme,"0,0410117553823801"
ques,"0,0268367431458627",céphalée,"0,0409457139083344"
laryngé,"0,0265054253292471",saignée,"0,0408796724342887"
reil,"0,0263397664209393",thèse de pari,"0,040153216219786"
apoplexie,"0,0262569369667854",corps thyroïde,"0,0397569673755118"
galvanique,"0,0250973246086308",lèpre,"0,0396909259014661"
arthrite,"0,0250973246086308",hémisphère droit,"0,0393607185312376"
xiii,"0,0250144951544769",broca,"0,0393607185312376"
face interne,"0,024931665700323",largeur,"0,0387663452648263"
renflement,"0,024931665700323",rate,"0,038171971998415"
arc de cercle,"0,0247660067920152",aqueduc,"0,0378417646281865"
abdomen,"0,0242690300670919",hospice,"0,0376436402060494"
ablation,"0,0242690300670919",fente,"0,0376436402060494"
lade,"0,0241033711587841",cubitus,"0,0374455157839123"
latent,"0,0240205417046302",passif,"0,0371153084136838"
rate,"0,0240205417046302",mademoiselle,"0,0366530180953639"
polyurie,"0,0240205417046302",obliquement,"0,0365869766213182"
centripète,"0,0229437588006295",cordon latéral,"0,0364548936732268"
bile,"0,0229437588006295",pair,"0,0363888521991811"
xvii,"0,0222811231673983",convexe,"0,0363228107251354"
délire aigu,"0,0222811231673983",pupillaire,"0,0359926033549069"
hémisphère droit,"0,0218669758966288",incontinence,"0,0358605204068155"
bles,"0,0218669758966288",granuleux,"0,0357944789327698"
ganglionnaire,"0,0217013169883211",lement,"0,0357284374587241"
vésicule,"0,0213699991717055",infectieux,"0,0355963545106327"
myopathie,"0,0211215108092438",région dorsal,"0,0352661471404042"
déglutition,"0,0210386813550899",valvule,"0,0350680227182671"
globule,"0,0205417046301665",éruption,"0,0350680227182671"
jambe droit,"0,0204588751760126",tactile,"0,0350019812442214"
pli courbe,"0,0203760457218587",sous-cutané,"0,0350019812442214"
extirpation,"0,0203760457218587",pott,"0,03486989829613"
contorsion,"0,0203760457218587",tique,"0,0344736494518558"
partie antérieur,"0,0202103868135509",pubis,"0,0344076079778101"
sance,"0,0202103868135509",aisselle,"0,0343415665037644"
méde,"0,020127557359397",ovaire,"0,0338792761854445"
lésion cérébral,"0,0199618984510892",curatif,"0,0336811517633074"
phalange,"0,0199618984510892",apoplexie,"0,033549068815216"
persistant,"0,0198790689969353",compact,"0,0333509443930789"
ovaire,"0,0197134100886275",rougeole,"0,0324263637564391"
conception délirant,"0,0196305806344736",verge,"0,0314357416457535"
soude,"0,019299262817858",antécédent héréditaire,"0,0312376172236164"
insula,"0,0190507744553963",innervation,"0,0307753269052965"
muqueuse,"0,0188851155470885",muqueux,"0,0306432439572051"
crampe,"0,0188022860929347",aorte,"0,0306432439572051"
scléreux,"0,0188022860929347",ueber,"0,0303790780610223"
saillant,"0,018553797730473",palmaire,"0,0299167877427024"
curable,"0,018553797730473",crural,"0,0299167877427024"
défectueux,"0,0183881388221652",face supérieur,"0,029784704794611"
glycosurie,"0,0183881388221652",diarrhée,"0,0297186633205653"
attaque hystérique,"0,0179739915513957",maladie nerveux,"0,0295205388984282"
traction,"0,017725503188934",congestion,"0,0294544974243825"
emblée,"0,0176426737347801",infé,"0,0293224144762911"
trouble moteur,"0,0176426737347801",région cervical,"0,0292563730022454"
rameau,"0,0176426737347801",léthargie,"0,0289922071060626"
sous-cutané,"0,0175598442806262",apophyse épineux,"0,0287940826839255"
tact,"0,0175598442806262",involontaire,"0,028463875313697"
conduit,"0,0173941853723184",expérimentateur,"0,028463875313697"
logie,"0,0173113559181645",région lombaire,"0,0283317923656056"
dortoir,"0,0173113559181645",choléra,"0,0281336679434685"
phtisie,"0,0173113559181645",ciseau,"0,0281336679434685"
simultané,"0,0172285264640106",excès de boisson,"0,0281336679434685"
trouble nerveux,"0,0168143791932411",globule,"0,0280676264694228"
fruste,"0,0164830613766255",extraction,"0,0278695020472857"
surmenage,"0,0162345730141638",médico-légal,"0,0278695020472857"
asile clinique,"0,0161517435600099",organe génital,"0,02780346057324"
rectum,"0,016068914105856",rétine,"0,0276053361511029"
larynx,"0,0159032551975482",ulcère,"0,0274732532030115"
cas de folie,"0,0156547668350866",migraine,"0,0274072117289658"
toux,"0,0155719373809327",infirmerie,"0,0273411702549201"
alié,"0,0154891079267788",artériel,"0,0272751287808744"
in-8,"0,0154062784726249",clavicule,"0,027143045832783"
iliaque,"0,015323449018471",menton,"0,0268788799366002"
diarrhée,"0,0152406195643171",insensibilité,"0,026482631092326"
vation,"0,0152406195643171",tement,"0,026482631092326"
tain,"0,0151577901101632",cartilagineux,"0,0262184651961432"
tère,"0,0150749606560093",glabre,"0,0262184651961432"
tive,"0,0148264722935476",adduction,"0,0260863822480518"
mala,"0,0144123250227781",puberté,"0,0253599260335491"
richer,"0,0142466661144703",cachexie,"0,0253599260335491"
onanisme,"0,0141638366603164",viscère,"0,0249636771892749"
contagion,"0,0139981777520086",intestinal,"0,0245674283450007"
dyspnée,"0,0139153482978547",nystagmus,"0,0243032624488179"
asile spécial,"0,0139153482978547",toux,"0,0242372209747722"
heure du soir,"0,013666859935393",face dorsal,"0,0241711795007265"
antécédent personnel,"0,013666859935393",pitre,"0,0241051380266808"
deny,"0,0135012010270852",faculté de médecine,"0,023840972130498"
miction,"0,0133355421187774",chiasma,"0,0237749306564523"
rieures,"0,0133355421187774",abduction,"0,0233786818121781"
médecine mental,"0,0132527126646235",sternum,"0,0227843085457667"
london,"0,0132527126646235",dentition,"0,0227843085457667"
orifice,"0,0131698832104696",inclinaison,"0,022718267071721"
laires,"0,0130870537563157",mercuriel,"0,0225201426495839"
organe génital,"0,0127557359397002",encéphalique,"0,0221238938053097"
amaurose,"0,0125900770313924",hémisphère gauche,"0,0221238938053097"
broca,"0,0124244181230846",ouïe,"0,022057852331264"
gâtisme,"0,0123415886689307",mensuration,"0,0219918108572183"
chloral,"0,0121759297606229",sangsue,"0,0219918108572183"
lades,"0,012093100306469",périnée,"0,0217936864350812"
fonc,"0,0120102708523151",rameau,"0,0217276449610355"
marandon,"0,0119274413981612",arcade,"0,0215295205388984"
nant,"0,0118446119440073",insomnie,"0,0214634790648527"
minutieux,"0,0116789530356995",calibre,"0,0211993131686699"
moitié droit,"0,0116789530356995",oblitération,"0,0209351472724871"
ueber,"0,0115961235815456",inguinal,"0,0206049399022586"
strabisme,"0,0115132941273917",purulent,"0,0200105666358473"
romberg,"0,0114304646732378",trépidation,"0,0198784836877559"
tégument,"0,01126480576493",sérosité,"0,0196143177915731"
partie moyen,"0,0110991468566222",oscillation,"0,0195482763175274"
voûte,"0,0110991468566222",tégument,"0,0195482763175274"
muqueux,"0,0109334879483144",ture,"0,0193501518953903"
veineux,"0,0108506584941605",respiratoire,"0,0189539030511161"
esquirol,"0,0108506584941605",larynx,"0,0188878615770704"
racine antérieur,"0,0108506584941605",urinaire,"0,0188878615770704"
largeur,"0,0106849995858527",jambe droit,"0,0182274468366134"
subs,"0,0106021701316988",sacrum,"0,0182274468366134"
opium,"0,0105193406775449",cylindre,"0,0181614053625677"
nière,"0,010436511223391",intercostal,"0,018095363888522"
tumeur cérébral,"0,0102708523150832",jambe gauche,"0,0178972394663849"
commotion,"0,0101880228609294",isthme,"0,0177651565182935"
puerpéral,"0,0100223639526216",successif,"0,0170387003037908"
idée de grandeur,"0,00993953449846766",étal,"0,0168405758816537"
vement,"0,00985670504431376",surdité,"0,016114119667151"
tisme,"0,00977387559015986",dissection,"0,016114119667151"
pott,"0,00977387559015986",massage,"0,0158499537709682"
fourmillement,"0,00944255777354427",photographique,"0,0156518293488311"
xxii,"0,00935972831939038",ablation,"0,0155197464007397"
asymétrie,"0,00935972831939038",jaunâtre,"0,015453704926694"
chiasma,"0,00935972831939038",morphine,"0,0153216219786026"
purulent,"0,00919406941108258",constipation,"0,0151234975564655"
frayeur,"0,00911123995692868",conduit,"0,0148593316602827"
pair,"0,0086970926861592",gland,"0,014793290186237"
opératoire,"0,0086142632320053",digestif,"0,0145951657640999"
accident nerveux,"0,00853143377785141",gastrique,"0,0143970413419628"
massage,"0,00836577486954361",maladie mental,"0,0141989169198257"
chique,"0,00828294541538971",varié,"0,0141328754457799"
maladie infectieux,"0,00820011596123582",perpendiculaire,"0,0138687095495971"
testicule,"0,00803445705292802",métallique,"0,0135385021793686"
trique,"0,00786879814462023",rougeur,"0,0134724607053229"
trouble intellectuel,"0,00762030978215854",anal,"0,0132743362831858"
quinine,"0,00762030978215854",traction,"0,013010170387003"
myosis,"0,00762030978215854",continuel,"0,0129441289129573"
blement,"0,00745465087385074",odorat,"0,0128120459648659"
concomitant,"0,00720616251138905",mercure,"0,0127460044908202"
ivrogne,"0,00712333305723516",rationnel,"0,0126139215427288"
nasal,"0,00695767414892736",cornée,"0,0126139215427288"
néoplasme,"0,00687484469477346",palpation,"0,0122837141725003"
charité,"0,00679201524061957",râle,"0,0120195482763175"
faculté intellectuel,"0,00679201524061957",immobilité,"0,0118874653282261"
