lemma,tfIdf_Charcot,tfIdf_Autres
faculté intellectuel,0.00679201524061957,0.00145291242900541
faradique,0.0391783318147933,0.0723154140800423
fibreux,0.0300670918578647,0.193435477479857
fixe,0.123250227780999,0.0457667415136706
flexion,0.117866313260996,0.178510104345529
frayeur,0.00911123995692868,0.00528331792365606
frontal,0.34473618818852,0.345396909259015
galvanique,0.0250973246086308,0.0460309074098534
ganglion,0.146111157127475,0.232730154537049
gastrique,0.0562411993704961,0.0143970413419628
glande,0.128385653938541,0.127327961960111
globule,0.0205417046301665,0.0280676264694228
granulation,0.0665948811397333,0.0445119535068023
granuleux,0.0684999585852729,0.0357944789327698
guérison,0.33496231259836,0.253929467705719
gyrus,0.0375217427317154,0.120657773081495
génital,0.124741157955769,0.0790516444327038
hallucination,0.58129710925205,0.119138819178444
heure du soir,0.013666859935393,0.00779289393739268
hospice,0.116458212540379,0.0376436402060494
hypnose,0.0310610453077114,0.354246466781139
hypnotique,0.123747204505922,0.49570730418703
hypnotisme,0.193489604903504,1.0
hystérie,0.689223888014578,0.272421080438515
hémisphère,0.287252547005715,0.24316470743627
hémisphère droit,0.0218669758966288,0.0393607185312376
hémisphère gauche,0.0287418205914023,0.0221238938053097
héréditaire,0.318893398492504,0.129771496499802
hérédité,0.224302161848753,0.0449742438251222
idiotie,0.18553797730473,0.176726984546295
iliaque,0.015323449018471,0.0616166952846388
incontinence,0.0301499213120186,0.0358605204068155
inerte,0.00397581379938707,0.00488706907938185
infantile,0.0878820508572848,0.114780081891428
infirmerie,0.0410005798061791,0.0273411702549201
infirmité,0.0057980617907728,0.00257561748778233
inflammation,0.0662635633231177,0.103817197199842
insomnie,0.0463844943261824,0.0214634790648527
insula,0.0190507744553963,0.0665698058380663
intestinal,0.00538391452000332,0.0245674283450007
intoxication,0.162925536320716,0.0466252806762647
involontaire,0.0385156961815622,0.028463875313697
jambe droit,0.0204588751760126,0.0182274468366134
kyste,0.0524310444794169,0.15222559767534
largeur,0.0106849995858527,0.0387663452648263
larynx,0.0159032551975482,0.0188878615770704
latent,0.0240205417046302,0.00594373266411307
latéral,0.339600762030978,0.299299960375116
lement,0.069245423672658,0.0357284374587241
lobule,0.140230265882548,0.207568352925637
lombaire,0.140810072061625,0.19369964337604
longitudinal,0.0362793009194069,0.132082948091401
main gauche,0.0395096496314089,0.0865803724739136
maladie mental,0.178994450426572,0.0141989169198257
maladie nerveux,0.0632817029735774,0.0295205388984282
massage,0.00836577486954361,0.0158499537709682
membrane,0.0783566636295867,0.134592524105138
membre inférieur,0.331897622794666,0.263307357020209
ments,0.16706700902841,0.0689472989037115
migraine,0.0871365857698998,0.0274072117289658
minutieux,0.0116789530356995,0.00112270505877691
moitié droit,0.0116789530356995,0.00832122572975829
morbide,0.279300919406941,0.0972130497952714
morphine,0.0332146111157128,0.0153216219786026
motrice,0.452828625859356,0.10460969488839
muqueuse,0.0188851155470885,0.0417382115968828
muqueux,0.0109334879483144,0.0306432439572051
musculaire,0.700820011596124,0.374058908994849
myopathie,0.0211215108092438,0.104081363096024
myéline,0.0961649962726746,0.102892616563202
myélite,0.125652281951462,0.0616166952846388
médian,0.137828211712085,0.219059569409589
méninge,0.112399569286838,0.129705455025756
méningite,0.11604406526961,0.0971470083212257
môme,0.0475441066843369,0.11352529388456
nerf optique,0.0753748032800464,0.0415400871747457
neurone,0.270024020541705,0.128450667018888
névralgie,0.0931831359231343,0.0412098798045172
névrite,0.20467158121428,0.146612072381456
occipital,0.17046301664872,0.234315149914146
oculaire,0.144868715315166,0.077664773477744
odorat,0.0446450757889506,0.0128120459648659
olfactif,0.0565725171871117,0.089816404702153
onanisme,0.0141638366603164,0.046559239202219
opératoire,0.0086142632320053,0.0525029718663321
organe génital,0.0127557359397002,0.02780346057324
organique,0.222728402219829,0.127856293752477
orifice,0.0131698832104696,0.103024699511293
orteil,0.0702393771225048,0.164905560692115
oscillation,0.0428228277975648,0.0195482763175274
osseux,0.0906982522985173,0.247985735041606
ouïe,0.110080344570529,0.022057852331264
ovaire,0.0197134100886275,0.0338792761854445
pair,0.0086970926861592,0.0363888521991811
paralytique,0.348794831442061,0.0450402852991679
pariétal,0.143709102957012,0.215691454233259
partie antérieur,0.0202103868135509,0.0503236032228239
partie moyen,0.0110991468566222,0.0638621054021926
partie postérieur,0.0359479831027914,0.0629375247655528
partie supérieur,0.0368591070984842,0.0766081098930128
parésie,0.135840304812391,0.0624752344472329
paternel,0.040255114718794,0.0739664509311848
pathologique,0.658825478340098,0.171113459252411
paupière,0.119605731798227,0.115044247787611
persistant,0.0198790689969353,0.00475498613129045
phalange,0.0199618984510892,0.0904107779685643
physiologique,0.202186697589663,0.133271694624224
pie-mère,0.0649382920566554,0.0768062343151499
pitre,0.0574008117286507,0.0241051380266808
plexus,0.0609624782572683,0.0744287412495047
pli courbe,0.0203760457218587,0.0581825386342623
ponction,0.030564068582788,0.121582353718135
postérieur,0.767083574919241,0.706511689340906
pott,0.00977387559015986,0.03486989829613
psychique,0.594632651370828,0.240721172896579
puberté,0.0326348049366355,0.0253599260335491
pupille,0.199618984510892,0.0651829348831066
purulent,0.00919406941108258,0.0200105666358473
pyramidal,0.187857202021039,0.161537445515784
périphérique,0.276401888511555,0.14654603090741
ques,0.131947320467158,0.0634658565579184
ques,0.0268367431458627,0.0634658565579184
racine antérieur,0.0108506584941605,0.0495311055342755
radiculaire,0.0911123995692868,0.180557390040946
rameau,0.0176426737347801,0.0217276449610355
rate,0.0240205417046302,0.038171971998415
rectum,0.016068914105856,0.0746929071456875
reil,0.0263397664209393,0.100647206445648
respiratoire,0.0385156961815622,0.0189539030511161
rhumatisme,0.148513211297938,0.0410117553823801
rieur,0.0824981363372815,0.0804385153876635
rieure,0.0578977884535741,0.0771364416853784
rotulien,0.0762030978215854,0.0727116629243165
rougeur,0.0353681769237141,0.0134724607053229
rétine,0.0401722852646401,0.0276053361511029
saillant,0.018553797730473,0.06927750627394
saillie,0.0360308125569453,0.129111081759345
sanguin,0.0855628261409757,0.0614185708625017
scissure,0.132112979375466,0.321225729758288
sensitif,0.18065103950965,0.133403777572315
sensoriel,0.201606891410586,0.0447100779289394
sieur,0.0414147270769486,0.00779289393739268
sillon,0.145531350948397,0.413683793422269
sion,0.129876584113311,0.0413419627526086
sous-cutané,0.0175598442806262,0.0350019812442214
spasme,0.104944918412988,0.0841368379342227
spinal,0.355752505590988,0.1513010170387
strabisme,0.0115132941273917,0.0416721701228372
substance gris,0.193075457632734,0.233918901069872
successif,0.0400066263563323,0.0170387003037908
surdité,0.0771142218172782,0.016114119667151
syphilis,0.311604406526961,0.149782063135649
tabes,0.442392114635965,0.323999471668208
tactile,0.0538391452000331,0.0350019812442214
tare,0.0574008117286507,0.011689340906089
tement,0.0679201524061956,0.026482631092326
temporal,0.117949142715149,0.211002509576014
tendineux,0.118197631077611,0.124290054154009
tendon,0.0534249979292637,0.107383436798309
testicule,0.00803445705292802,0.0644564786686039
thorax,0.0320549987575582,0.0993263769647339
thèse de pari,0.037853060548331,0.040153216219786
tion,0.668930671746873,0.222295601637829
tions,0.286258593555868,0.0867784968960507
tique,0.202269527043817,0.0344736494518558
toux,0.0155719373809327,0.0242372209747722
traction,0.017725503188934,0.013010170387003
trophique,0.139816118611778,0.113921542728834
tubercule,0.109086391120683,0.198388588033285
tuberculeux,0.109086391120683,0.0733060361907278
ture,0.032220657665866,0.0193501518953903
tégument,0.01126480576493,0.0195482763175274
ueber,0.0115961235815456,0.0303790780610223
ultérieur,0.0320549987575582,0.00534935939770176
urinaire,0.0413318976227947,0.0188878615770704
urine,0.342913940197134,0.157046625280676
varié,0.0412490681686408,0.0141328754457799
veineux,0.0108506584941605,0.0439836217144367
ventricule,0.106187360225296,0.283317923656056
vertébral,0.084568872691129,0.167943468498217
vessie,0.0407520914437174,0.12719587901202
viscère,0.00389298434523316,0.0249636771892749
viscéral,0.0335459289323283,0.0118874653282261
volumineux,0.0897042988486706,0.120459648659358
voûte,0.0110991468566222,0.0508519350151895
vésicule,0.0213699991717055,0.0478140272090873
xiii,0.0250144951544769,0.00283978338396513
écorce,0.40892901515779,0.145951657640999
œdème,0.0998923217095999,0.139611676132611
