#	type	rank	key	lemma	dFreq	pattern	pilot	spec	freq	ind	iFreq	tfIdf
104	T	104	n: romberg	romberg	51	N	Romberg	3.19	285	0.12	35	5.59
105	T	105	a: involontaire	involontaire	65	A	involontaires	3.50	576	0.40	232	8.86
106	T	106	na: substance gris	substance gris	66	N A	substance grise	3.22	1816	0.80	1449	27.52
107	T	107	n: bibliographie	bibliographie	59	N	BIBLIOGRAPHIE	3.26	1347	0.95	1276	22.83
108	T	108	a: toxique	toxique	61	A	toxique	3.49	1123	0.37	412	18.41
109	T	109	a: différentiel	différentiel	63	A	différentiel	3.48	551	0.10	56	8.75
110	T	110	a: faradique	faradique	62	A	faradique	3.18	554	0.18	101	8.94
111	T	111	na: cellule nerveux	cellule nerveux	64	N A	cellules nerveuses	3.65	1627	0.65	1059	25.42
112	T	112	n: nodule	nodule	36	N	nodules	3.17	272	0.51	139	7.56
113	T	113	n: gavardie	gavardie	6	N	Gavardie	3.20	290	0.87	251	48.33
114	T	114	a: bulbaire	bulbaire	64	A	bulbaire	3.60	733	0.26	187	11.45
115	T	115	n: muqueuse	muqueuse	63	N	muqueuse	3.35	409	0.41	169	6.49
116	T	116	n: thorax	thorax	62	N	thorax	3.44	501	0.71	354	8.08
117	T	117	n: anémie	anémie	66	N	anémie	3.49	568	0.63	359	8.61
118	T	118	n: alitement	alitement	27	N	alitement	3.16	265	0.78	206	9.81
119	T	119	n: flexion	flexion	66	N	flexion	3.82	1217	0.35	428	18.44
120	T	120	n: ablation	ablation	57	N	ablation	3.35	407	0.46	186	7.14
121	T	121	na: confusion mental	confusion mental	33	N A	confusion mentale	3.24	635	0.71	454	19.24
122	T	122	a: motrice	motrice	65	A	motrice	4.02	3827	0.21	804	58.88
123	T	123	a: varié	varié	67	A	variés	3.53	616	0.66	404	9.19
124	T	124	a: successif	successif	67	A	successives	3.52	606	0.50	306	9.04
125	T	125	a: délirant	délirant	61	A	délirantes	4.15	2614	0.27	705	42.85
126	T	126	a: cérébral	cérébral	68	A	cérébrale	4.67	8496	0.15	1266	124.94
127	T	127	n: largeur	largeur	62	N	largeur	3.27	341	0.69	235	5.50
128	T	128	a: postérieur	postérieur	68	A	postérieure	3.60	6584	0.15	975	96.82
129	T	129	n: écorce	écorce	62	N	écorce	3.96	3322	0.25	822	53.58
130	T	130	npn: médecin en chef	médecin en chef	56	N P N	médecin en chef	3.45	1034	0.90	935	18.46
131	T	131	na: antécédent héréditaire	antécédent héréditaire	60	N A	antécédents héréditaires	3.24	639	0.83	532	10.65
132	T	132	n: cylindre	cylindre	54	N	cylindre	3.40	464	0.30	137	8.59
133	T	133	n: psychiat	psychiat	24	N	Psychiat	3.19	284	1.00	283	11.83
134	T	134	na: corps calleux	corps calleux	52	N A	corps calleux	3.28	702	0.59	412	13.50
135	T	135	npn: cas de folie	cas de folie	50	N P N	cas de folie	3.22	305	0.62	188	6.10
136	T	136	a: concomitant	concomitant	65	A	concomitants	3.26	330	0.55	183	5.08
137	T	137	a: inerte	inerte	59	A	inerte	3.18	277	0.70	193	4.69
138	T	138	n: embolie	embolie	60	N	embolie	3.20	288	0.51	148	4.80
139	T	139	a: tendineux	tendineux	65	A	tendineux	3.52	1201	0.14	166	18.48
140	T	140	na: capsule interne	capsule interne	61	N A	capsule interne	3.16	789	0.96	758	12.93
141	T	141	n: oscillation	oscillation	65	N	oscillations	3.22	610	0.66	402	9.38
142	T	142	n: myopathie	myopathie	46	N	myopathie	3.23	311	0.29	90	6.76
143	T	143	a: trophique	trophique	64	A	trophiques	3.87	1350	0.15	208	21.09
144	T	144	n: contagion	contagion	49	N	contagion	3.20	289	0.41	118	5.90
145	T	145	n: surmenage	surmenage	52	N	surmenage	3.24	321	0.54	173	6.17
146	T	146	n: goitre	goitre	56	N	goitre	3.23	625	0.32	197	11.16
147	T	147	a: convulsif	convulsif	67	A	convulsifs	4.09	2238	0.17	380	33.40
148	T	148	n: traction	traction	62	N	traction	3.33	394	0.57	224	6.35
149	T	149	a: volumineux	volumineux	68	A	volumineux	3.27	1023	0.61	629	15.04
150	T	150	n: atrophie	atrophie	68	N	atrophie	4.44	5010	0.25	1271	73.68
151	T	151	n: convulsion	convulsion	67	N	convulsions	3.73	2963	0.60	1776	44.22
152	T	152	a: analogue	analogue	68	A	analogues	3.78	2225	0.57	1273	32.72
153	T	153	na: main gauche	main gauche	65	N A	main gauche	3.20	584	0.98	574	8.98
154	T	154	n: idiotie	idiotie	56	N	idiotie	3.91	1490	0.49	737	26.61
155	T	155	n: asymétrie	asymétrie	58	N	asymétrie	3.23	310	0.51	157	5.34
156	T	156	n: vessie	vessie	67	N	vessie	3.52	612	0.68	418	9.13
157	T	157	n: insula	insula	47	N	insula	3.22	306	0.38	117	6.51
158	T	158	a: physiologique	physiologique	68	A	physiologique	3.25	1946	0.41	797	28.62
159	T	159	n: brûlure	brûlure	61	N	brûlure	3.18	279	0.50	139	4.57
160	T	160	n: décompression	décompression	15	N	décompression	3.19	281	0.44	125	18.73
161	T	161	n: rameau	rameau	61	N	rameaux	3.32	387	0.55	212	6.34
162	T	162	n: hypnose	hypnose	48	N	hypnose	3.32	382	0.73	280	7.96
163	T	163	n: marandon	marandon	46	N	Marandon	3.15	260	0.45	118	5.65
164	T	164	a: minutieux	minutieux	66	A	minutieuse	3.31	371	0.54	202	5.62
165	T	165	n: ueber	ueber	59	N	Ueber	3.26	331	0.40	133	5.61
166	T	166	n: blement	blement	55	N	blement	3.19	281	0.86	242	5.11
167	T	167	n: conduit	conduit	52	N	conduits	3.25	328	0.30	99	6.31
168	T	168	n: intoxication	intoxication	65	N	intoxication	3.45	1552	0.48	745	23.88
169	T	169	na: système nerveux	système nerveux	68	N A	système nerveux	3.24	3167	0.34	1079	46.57
170	T	170	a: fruste	fruste	59	A	frustes	3.30	366	0.38	140	6.20
171	T	171	a: temporal	temporal	62	A	temporal	3.49	1144	0.30	348	18.45
172	T	172	a: périphérique	périphérique	67	A	périphériques	3.29	2518	0.21	540	37.58
173	T	173	a: pariétal	pariétal	64	A	pariétal	3.58	1380	0.41	560	21.56
174	T	174	n: ments	ments	63	N	ments	3.92	1536	0.74	1132	24.38
175	T	175	n: lades	lades	54	N	lades	3.22	306	0.96	295	5.67
176	T	176	n: scaphandre	scaphandre	4	N	SCAPHANDRES	3.19	286	0.12	34	71.50
177	T	177	n: méninge	méninge	65	N	méninges	3.50	1156	0.68	788	17.78
178	T	178	a: digestif	digestif	65	A	digestif	3.45	517	0.19	98	7.95
179	T	179	a: génital	génital	63	A	génitaux	3.52	1214	0.19	235	19.27
180	T	180	n: rétine	rétine	65	N	rétine	3.51	589	0.78	462	9.06
181	T	181	a: héréditaire	héréditaire	63	A	héréditaire	3.69	2691	0.34	902	42.71
182	T	182	a: syphilitique	syphilitique	65	A	syphilitique	3.23	1540	0.48	741	23.69
183	T	183	a: saturnin	saturnin	59	A	saturnine	3.39	445	0.35	156	7.54
184	T	184	na: nerf optique	nerf optique	64	N A	nerf optique	3.67	852	0.57	482	13.31
185	T	185	n: tractus	tractus	57	N	tractus	3.39	453	0.53	238	7.95
186	T	186	n: rougeur	rougeur	64	N	rougeur	3.47	543	0.61	332	8.48
187	T	187	a: persistant	persistant	67	A	persistante	3.38	443	0.67	299	6.61
188	T	188	n: sphincter	sphincter	63	N	sphincters	3.23	312	0.45	140	4.95
189	T	189	n: viscère	viscère	62	N	viscères	3.20	290	0.65	189	4.68
190	T	190	a: tonique	tonique	66	A	toniques	3.33	779	0.42	326	11.80
191	T	191	n: motilité	motilité	65	N	motilité	3.62	759	0.42	322	11.68
192	T	192	na: revue critique	revue critique	46	N A	REVUE CRITIQUE	3.45	518	0.99	511	11.26
193	T	193	n: cervelet	cervelet	61	N	cervelet	3.83	1246	0.64	799	20.43
194	T	194	npn: trouble de sensibilité	trouble de sensibilité	63	N P N	troubles de la sensibilité	3.27	1016	0.99	1002	16.13
195	T	195	a: respiratoire	respiratoire	66	A	respiratoires	3.20	585	0.30	177	8.86
196	T	196	na: sen musculaire	sen musculaire	59	N A	sens musculaire	3.58	704	0.67	471	11.93
197	T	197	n: glande	glande	58	N	glande	3.80	1143	0.12	134	19.71
198	T	198	na: société savant	société savant	58	N A	SOCIÉTÉS SAVANTES	3.69	3591	1.00	3577	61.91
199	T	199	n: buveur	buveur	58	N	buveurs	3.44	510	0.61	313	8.79
200	T	200	a: ovarien	ovarien	48	A	ovarienne	3.34	400	0.17	68	8.33
201	T	201	na: revue neurologique	revue neurologique	26	N A	Revue neurologique	3.19	285	1.00	284	10.96
202	T	202	na: cordon latéral	cordon latéral	60	N A	cordons latéraux	3.27	688	0.60	415	11.47
203	T	203	na: maladie mental	maladie mental	57	N A	maladies mentales	3.60	1472	0.57	832	25.82
204	T	204	n: opium	opium	61	N	opium	3.26	334	0.68	226	5.48
205	T	205	n: circonvolution	circonvolution	64	N	circonvolutions	3.93	3096	0.26	797	48.38
206	T	206	a: crural	crural	60	A	crural	3.21	297	0.44	131	4.95
207	T	207	a: bles	bles	54	A	bles	3.31	370	1.00	370	6.85
208	T	208	n: tabes	tabes	60	N	tabes	3.97	3457	0.57	1959	57.62
209	T	209	n: membrane	membrane	67	N	membrane	3.70	916	0.47	427	13.67
210	T	210	n: psych	psych	55	N	Psych	3.63	785	0.99	777	14.27
211	T	211	a: externe	externe	68	A	externe	3.97	3395	0.27	917	49.93
212	T	212	a: anatomique	anatomique	68	A	anatomique	3.62	2298	0.23	522	33.79
213	T	213	n: parésie	parésie	66	N	parésie	3.27	1360	0.47	645	20.61
214	T	214	n: alié	alié	52	N	alié	3.24	316	0.72	228	6.08
215	T	215	n: allg	allg	43	N	Allg	3.34	399	1.00	398	9.28
216	T	216	n: commotion	commotion	54	N	commotion	3.21	294	0.41	122	5.44
217	T	217	na: trouble mental	trouble mental	56	N A	troubles mentaux	3.33	782	0.80	624	13.96
218	T	218	n: arch	arch	62	N	Arch	3.61	749	0.99	742	12.08
219	T	219	a: infantile	infantile	65	A	infantile	3.24	963	0.24	233	14.82
220	T	220	a: neurologique	neurologique	37	A	neurologique	3.30	368	0.15	56	9.95
221	T	221	n: infirmerie	infirmerie	64	N	infirmerie	3.51	586	0.40	235	9.16
222	T	222	n: aliéniste	aliéniste	54	N	aliénistes	3.31	1479	0.72	1063	27.39
223	T	223	n: hérédité	hérédité	63	N	hérédité	4.03	1971	0.52	1020	31.29
224	T	224	n: tement	tement	58	N	tement	3.59	720	0.86	620	12.41
225	T	225	n: quinine	quinine	55	N	quinine	3.19	282	0.33	92	5.13
226	T	226	a: organique	organique	68	A	organique	3.76	2115	0.22	469	31.10
227	T	227	na: faculté intellectuel	faculté intellectuel	59	N A	facultés intellectuelles	3.21	297	0.72	215	5.03
228	T	228	n: bile	bile	45	N	bile	3.23	314	0.76	238	6.98
229	T	229	na: corps étranger	corps étranger	53	N A	corps étranger	3.16	266	0.87	232	5.02
230	T	230	a: muqueux	muqueux	57	A	muqueuse	3.24	315	0.37	118	5.53
231	T	231	na: partie moyen	partie moyen	62	N A	partie moyenne	3.27	344	0.85	292	5.55
232	T	232	n: aphasie	aphasie	64	N	aphasie	3.94	1600	0.45	717	25.00
233	T	233	n: apophyse	apophyse	59	N	apophyse	3.16	263	0.14	38	4.46
234	T	234	na: trouble nerveux	trouble nerveux	62	N A	troubles nerveux	3.32	387	0.86	331	6.24
235	T	235	n: phalange	phalange	52	N	phalanges	3.27	344	0.51	176	6.62
236	T	236	na: hémisphère droit	hémisphère droit	61	N A	hémisphère droit	3.36	418	0.94	395	6.85
237	T	237	n: dure-mère	dure-mère	65	N	dure-mère	3.64	792	0.72	567	12.18
238	T	238	na: trouble psychique	trouble psychique	60	N A	troubles psychiques	3.56	662	0.89	586	11.03
239	T	239	n: nière	nière	57	N	nière	3.23	312	0.78	243	5.47
240	T	240	na: asile public	asile public	54	N A	asiles publics	3.29	1059	0.62	653	19.61
241	T	241	n: crampe	crampe	64	N	crampes	3.36	415	0.48	200	6.48
242	T	242	na: trouble moteur	trouble moteur	61	N A	troubles moteurs	3.32	387	0.78	303	6.34
243	T	243	a: ultérieur	ultérieur	66	A	ultérieure	3.46	533	0.41	218	8.08
244	T	244	a: émotif	émotif	56	A	émotif	3.40	465	0.67	312	8.30
245	T	245	n: brissaud	brissaud	59	N	Brissaud	3.20	575	0.96	551	9.75
246	T	246	a: étiologique	étiologique	63	A	étiologique	3.24	635	0.20	127	10.08
247	T	247	n: extirpation	extirpation	51	N	extirpation	3.27	340	0.35	119	6.67
248	T	248	n: dyspnée	dyspnée	61	N	dyspnée	3.29	359	0.76	274	5.89
249	T	249	n: spasme	spasme	67	N	spasme	3.79	1131	0.44	501	16.88
250	T	250	a: fixe	fixe	67	A	fixe	3.84	1279	0.23	298	19.09
251	T	251	n: albumine	albumine	60	N	albumine	3.53	618	0.50	307	10.30
252	T	252	a: hypnotique	hypnotique	61	A	hypnotique	3.50	1168	0.41	479	19.15
253	T	253	a: rotulien	rotulien	63	A	rotuliens	3.66	845	0.10	86	13.41
254	T	254	n: infirmité	infirmité	57	N	infirmité	3.18	280	0.76	213	4.91
255	T	255	n: cirrhose	cirrhose	42	N	cirrhose	3.35	411	0.17	68	9.79
256	T	256	n: deny	deny	45	N	DENY	3.16	263	1.00	263	5.84
257	T	257	n: vallon	vallon	45	N	Vallon	3.33	393	0.98	384	8.73
258	T	258	a: anxieux	anxieux	59	A	anxieuse	3.50	580	0.50	288	9.83
259	T	259	a: céré	céré	55	A	céré	3.49	564	0.29	164	10.25
260	T	260	a: clonique	clonique	63	A	cloniques	3.48	554	0.23	125	8.79
261	T	261	n: frayeur	frayeur	64	N	frayeur	3.27	340	0.77	262	5.31
262	T	262	n: rétrécissement	rétrécissement	68	N	rétrécissement	3.24	950	0.29	272	13.97
263	T	263	n: jointure	jointure	43	N	jointures	3.51	591	0.55	324	13.74
264	T	264	n: tendon	tendon	65	N	tendon	3.58	693	0.28	195	10.66
265	T	265	na: champ visuel	champ visuel	61	N A	champ visuel	3.23	1232	0.48	595	20.20
266	T	266	a: opératoire	opératoire	52	A	opératoire	3.17	273	0.30	83	5.25
267	T	267	na: acide phosphorique	acide phosphorique	17	N A	acide phosphorique	3.34	404	0.85	342	23.76
268	T	268	n: sance	sance	55	N	sance	3.30	366	0.92	337	6.65
269	T	269	na: jambe droit	jambe droit	60	N A	jambe droite	3.34	401	0.98	392	6.68
270	T	270	na: pathologie mental	pathologie mental	55	N A	PATHOLOGIE MENTALE	3.24	1890	0.62	1180	34.36
271	T	271	na: moitié droit	moitié droit	65	N A	moitié droite	3.30	365	0.71	259	5.62
272	T	272	a: vésical	vésical	62	A	vésicaux	3.23	311	0.29	91	5.02
273	T	273	a: cellulaire	cellulaire	66	A	cellulaire	3.26	1336	0.17	233	20.24
274	T	274	n: tions	tions	62	N	tions	4.12	2404	0.74	1784	38.77
275	T	275	npn: nombre de cas	nombre de cas	67	N P N	nombre de cas	3.20	584	0.91	530	8.72
276	T	276	n: gyrus	gyrus	38	N	gyrus	3.26	332	0.32	105	8.74
277	T	277	naa: journal of mental	journal of mental	45	N A A	Journal of Mental	3.28	699	1.00	699	15.53
278	T	278	n: ovaire	ovaire	51	N	ovaire	3.26	336	0.57	191	6.59
279	T	279	n: hallucination	hallucination	64	N	hallucinations	3.57	4761	0.47	2236	74.39
280	T	280	n: expé	expé	55	N	expé	3.16	265	0.96	255	4.82
281	T	281	a: parenchymateux	parenchymateux	53	A	parenchymateuse	3.16	266	0.26	70	5.02
282	T	282	n: tisme	tisme	57	N	tisme	3.22	307	0.89	272	5.39
283	T	283	n: tique	tique	64	N	tique	4.00	1832	0.88	1610	28.63
284	T	284	n: fasc	fasc	47	N	fasc	3.39	445	1.00	445	9.47
285	T	285	na: organe génital	organe génital	60	N A	organes génitaux	3.28	345	0.76	261	5.75
286	T	286	a: iliaque	iliaque	53	A	iliaque	3.24	321	0.29	92	6.06
287	T	287	n: orifice	orifice	60	N	orifice	3.28	348	0.52	182	5.80
288	T	288	n: ataxie	ataxie	66	N	ataxie	4.01	1856	0.28	522	28.12
289	T	289	n: syphilis	syphilis	66	N	syphilis	4.18	2761	0.56	1536	41.83
290	T	290	n: toxine	toxine	35	N	toxines	3.31	374	0.59	222	10.69
291	T	291	n: rectum	rectum	59	N	rectum	3.30	363	0.75	273	6.15
292	T	292	n: orteil	orteil	65	N	orteils	3.65	825	0.44	365	12.69
293	T	293	a: rieure	rieure	55	A	rieure	3.23	616	1.00	616	11.20
294	T	294	n: apoplexie	apoplexie	64	N	apoplexie	3.41	472	0.39	183	7.38
295	T	295	n: fonc	fonc	53	N	fonc	3.21	300	0.91	272	5.66
296	T	296	na: membre inférieur	membre inférieur	67	N A	membres inférieurs	3.31	2967	0.60	1774	44.28
297	T	297	a: galvanique	galvanique	63	A	galvanique	3.40	456	0.25	115	7.24
298	T	298	a: in-8	in-8	45	A	in-8	3.17	273	0.91	248	6.07
299	T	299	a: celte	celte	68	A	celte	3.45	1041	0.95	991	15.31
300	T	300	n: lobule	lobule	63	N	lobule	3.56	1332	0.27	362	21.14
301	T	301	n: guérison	guérison	68	N	guérison	3.62	3036	0.62	1889	44.65
302	T	302	n: polyurie	polyurie	45	N	polyurie	3.24	320	0.76	242	7.11
303	T	303	n: voûte	voûte	56	N	voûte	3.23	311	0.30	92	5.55
304	T	304	n: cylindraxe	cylindraxe	42	N	cylindraxes	3.37	425	0.72	306	10.12
305	T	305	a: féré	féré	59	A	Féré	3.46	529	0.99	525	8.97
306	T	306	a: vasculaire	vasculaire	66	A	vasculaire	3.50	1148	0.26	302	17.39
307	T	307	n: sillon	sillon	65	N	sillon	3.89	1416	0.25	359	21.78
308	T	308	npn: académie de médecine	académie de médecine	62	N P N	Académie de médecine	3.15	261	0.96	251	4.21
309	T	309	na: clinique nerveux	clinique nerveux	50	N A	CLINIQUE NERVEUSE	3.59	1423	1.00	1423	28.46
310	T	310	na: journal of	journal of	59	N A	Journal of	3.69	899	0.19	175	15.24
310	V[s]	277	naa: journal of mental	journal of mental	45	N A A	Journal of Mental	3.28	699	1.00	699	15.53
311	T	311	n: granulation	granulation	64	N	granulations	3.63	784	0.52	409	12.25
312	T	312	n: déviation	déviation	66	N	déviation	3.63	783	0.41	320	11.86
313	T	313	a: conjonctif	conjonctif	64	A	conjonctif	3.29	1063	0.11	118	16.61
314	T	314	n: magnan	magnan	62	N	Magnan	3.70	916	0.94	858	14.77
315	T	315	n: glycosurie	glycosurie	46	N	glycosurie	3.21	296	0.67	197	6.43
316	T	316	a: abdominal	abdominal	67	A	abdominale	3.54	636	0.21	134	9.49
317	T	317	na: idée fixe	idée fixe	53	N A	idée fixe	3.26	671	0.85	569	12.66
318	T	318	n: puberté	puberté	55	N	puberté	3.39	448	0.66	295	8.15
